model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes A200 1,6 Urban au",199400,155000,2013,156,18,224,Benzin,1.400,1.295,Automatis,5
"Mercedes GLE350 d 3,0 AMG Line aut. 4Matic",689900,93000,2016,258,15,225,Diese,2.950,2.175,Automatis,5
"Mercedes A180 1,6 Urban",209900,84000,2014,122,18,202,Benzin,1.200,1.270,Manue,5
"Mercedes C200 d 2,2 Business au",299900,71000,2016,136,23,216,Diese,1.600,1.505,Automatis,4
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",519800,112000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes C450 3,0 AMG Sport stc. aut. 4Matic",549900,96000,2015,367,13,250,Benzin,1.800,1.735,Automatis,5
"Mercedes E350 d 3,0 AMG Line stc. au",599800,97000,2018,258,17,250,Diese,2.100,1.940,Automatis,5
"Mercedes GLC250 d 2,2 Exclusive aut. 4Matic",479800,86000,2016,204,18,222,Diese,2.500,1.845,Automatis,5
"Mercedes GLC220 d 2,2 AMG Line Coupé aut. 4Matic",539800,78000,2017,170,18,210,Diese,2.200,1.745,Automatis,5
"Mercedes G400 4,0 CDi au",469900,123000,2002,250,8,182,Diese,3.500,2.420,Automatis,5
"Mercedes A250 2,0 Sport aut. 4Matic",249995,137000,2014,211,15,240,Benzin,1.500,1.405,Automatis,5
"Mercedes E270 2,7 CDi Classic stc. au",36900,484000,2004,177,14,220,Diese,2.100,1.750,Automatis,5
"Mercedes A180 1,6 Urban",179900,95000,2015,122,18,202,Benzin,1.200,1.270,Manue,5
"Mercedes A180 d 1,5",115000,236000,2013,108,,,Diese,,,Manue,
"Mercedes E280 3,0 CDi Avantgarde stc",60000,382000,2009,190,13,231,Diese,1.900,1.750,Manue,5
"Mercedes S500 4,7 aut. 4Matic lan",849900,130000,2015,455,10,250,Benzin,2.100,1.970,Automatis,4
"Mercedes V250 d 2,2 Avantgarde aut. lan",580000,174000,2018,190,17,206,Diese,2.000,2.045,Automatis,
"Mercedes V250 d 2,2 Avantgarde aut. lan",560000,172000,2018,190,17,206,Diese,2.000,2.045,Automatis,
"Mercedes C220 d 2,2 AMG Line stc. au",315000,155000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 au",345000,7000,2017,170,21,235,Diese,1.800,1.570,Automatis,4
"Mercedes E220 d 2,0 Avantgarde au",377500,79000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes C220 d 2,0 AMG Line stc. au",479500,58000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes CLA200 d 2,0 AMG Line au",489900,12000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes CLA200 d 2,0 AMG Line au",474900,6000,2020,150,26,226,Diese,1.600,1.545,Automatis,4
"Mercedes CLA200 d 2,2 Urban Shooting Brake au",275900,113000,2017,136,24,215,Diese,1.500,1.555,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",649880,80000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes A200 1,6 Urban au",239900,82000,2016,156,,224,Benzin,1.400,1.295,,5
"Mercedes E350 3,0 BlueTEC Elegance au",339900,115000,2013,252,18,250,Diese,2.100,1.785,Automatis,4
"Mercedes A220 2,0 AMG Line aut. 4Matic",449900,10000,2020,190,18,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",439900,10000,2020,190,18,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",434900,7000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",434900,8000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes C220 d 2,2 stc. au",292500,84000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A200 1,3 Advantage AMG au",389900,10000,2020,163,20,230,Benzin,1.600,1.285,Automatis,4
"Mercedes A200 1,3 AMG Line au",399900,9000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",399900,10000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",389900,11000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",399900,12000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",384900,10000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A200 1,3 AMG Line au",399900,10000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C220 2,2 BlueTEC AMG Line au",319700,197000,2015,170,16,233,Diese,1.800,1.570,Automatis,4
"Mercedes C300 d 2,0 AMG Line au",549900,14000,2020,245,23,250,Diese,1.800,1.585,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",435000,101000,2019,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes E200 2,2 CDi stc. aut. BE",119900,491000,2012,136,19,203,Diese,2.100,1.745,Automatis,5
"Mercedes A200 1,3 AMG Line au",359900,7000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",439900,7000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",399900,8000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",499800,21000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",579800,117000,2017,204,18,222,Diese,2.500,1.845,Automatis,5
Mercedes E300 de,544990,9000,2020,306,32,250,Diese,2.100,2.145,Automatis,5
"Mercedes A200 d 2,0 Progressive Line au",359900,22000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes S350 3,0 BlueTEC aut. lan",469900,205000,2014,258,18,250,Diese,2.100,1.875,Automatis,4
"Mercedes E400 3,0 AMG Coupé au",419900,49000,2013,333,13,250,Benzin,1.800,1.625,Automatis,2
"Mercedes GLA250 2,0 aut. 4Matic",539900,12000,2020,224,16,240,Benzin,2.000,1.600,Automatis,5
"Mercedes E300 de 2,0 AMG Line stc. au",619900,25000,2021,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes A180 d 1,5 Business Progressive Line au",274800,63000,2018,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes GLK220 2,2 CDi aut. 4Matic BE",299900,116000,2014,170,16,205,Diese,2.400,1.825,Automatis,5
"Mercedes E300 de 2,0 Avantgarde stc. au",614900,6000,2021,306,31,250,Diese,2.100,2.145,Automatis,5
"Mercedes ML350 3,0 BlueTEC AMG Line aut. 4Matic",329000,255000,2012,258,14,224,Diese,3.500,2.175,Automatis,5
Mercedes B180 d,244900,42000,2017,109,24,190,Diese,1.200,1.450,Automatis,5
"Mercedes E220 2,2 CDi Cabriolet aut. BE",349800,71000,2013,170,19,230,Diese,1.800,1.705,Automatis,2
Mercedes A250 e,429800,8000,2020,,36,240,other,,,,
"Mercedes CLA200 1,6 Urban Shooting Brake",279900,46000,2017,156,17,225,Benzin,1.400,1.430,Manue,5
"Mercedes C220 d 2,2 stc. au",297500,110000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",279800,118000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B180 d 1,5 Business",189900,86000,2016,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes C200 2,2 CDi BE",105000,235000,2013,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes E200 2,2 CDi stc. aut. BE",74990,504000,2010,136,16,203,Diese,2.100,1.745,Automatis,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",399900,41000,2019,190,17,235,Benzin,1.800,1.405,Automatis,5
"Mercedes A200 d 2,2 Urban au",224900,102000,2017,136,25,210,Diese,1.500,1.385,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",229900,162739,2017,170,19,229,Diese,1.800,1.515,Automatis,5
"Mercedes GL500 4,7 aut. 4Matic BE",3891,157000,2013,435,12,250,Benzin,3.500,2.345,Automatis,5
"Mercedes CLA180 1,6 au",239000,99000,2014,122,18,210,Benzin,1.200,1.430,Automatis,4
"Mercedes CLS450 3,0 AMG aut. 4Matic",1049900,23000,2020,367,13,250,Benzin,1.900,1.840,Automatis,4
"Mercedes SL350 3,5 au",749900,74000,2012,306,14,250,Benzin,,1.585,Automatis,2
"Mercedes E220 d 2,0 Avantgarde au",369900,80000,2018,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes A200 d 2,0 AMG Line au",409900,3000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",389900,7000,2020,150,26,220,Diese,1.600,1.290,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",374900,108000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",434900,11000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",404900,2000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",379900,6000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes ML350 3,0 BlueTEC aut. 4Matic",289900,257000,2012,258,14,224,Diese,3.500,2.075,Automatis,5
"Mercedes C43 3,0 AMG Cabriolet aut. 4Matic",869800,48000,2017,367,12,250,Benzin,1.000,1.770,Automatis,2
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",144900,338000,2012,170,19,216,Diese,2.100,1.745,Automatis,5
"Mercedes C32 3,2",129800,274408,2002,349,,,Benzin,,,Automatis,
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",529900,156000,2017,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes A200 d 2,2 Urban au",219800,57000,2016,136,25,210,Diese,1.500,1.385,Automatis,5
"Mercedes E220 d 2,0 AMG Line Sportsstyle au",519700,151000,2019,194,23,240,Diese,2.100,1.580,Automatis,4
"Mercedes CLK320 3,2 Elegance au",69999,292000,1999,218,10,240,Benzin,1.500,1.400,Automatis,2
"Mercedes GLA220 2,2 CDi aut. 4Matic",249900,192000,2014,170,20,215,Diese,1.800,1.495,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde aut. BE",182500,185000,2012,170,20,227,Diese,1.900,1.635,Automatis,4
"Mercedes E350 3,0 BlueTEC Avantgarde aut. 4Matic",339900,169000,2014,252,17,245,Diese,2.100,1.855,Automatis,4
"Mercedes C250 d 2,2 stc. au",269800,159000,2017,204,22,241,Diese,1.800,1.660,Automatis,5
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",199700,346000,2015,170,22,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLE350 d 3,0 aut. 4Matic",549900,139000,2016,258,15,225,Diese,3.500,2.175,Automatis,5
"Mercedes GLK350 3,0 CDi aut. 4Matic",179900,276000,2011,224,12,220,Diese,2.000,1.780,Automatis,5
"Mercedes GLC400 d 2,9 AMG Line Coupé aut. 4Matic",879900,10000,2020,330,17,240,Diese,2.500,1.930,Automatis,5
"Mercedes E43 3,0 AMG stc. aut. 4Matic",889900,34000,2017,401,12,250,Benzin,2.100,1.840,Automatis,5
"Mercedes C220 d 2,2 stc. au",279900,97000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLE450 3,0 aut. 4Matic",1229900,14000,2020,367,13,250,Benzin,2.700,2.020,Automatis,5
Mercedes E200,319900,87000,2015,184,17,240,Benzin,1.800,1.515,Automatis,2
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",309900,98000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 2,0 AMG Line Coupé au",389900,81000,2016,184,18,235,Benzin,1.800,1.525,Automatis,2
"Mercedes E220 2,2 CDi Avantgarde stc. au",34999,539000,2007,170,14,218,Diese,2.100,1.704,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",319900,102000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes S350 d 3,0 AMG Line aut. 4Matic lan",794800,130000,2015,258,19,250,Diese,2.100,2.220,Automatis,4
"Mercedes C220 d 2,2 AMG Line stc. au",379900,85000,2018,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",309900,70000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes S63 5,5 AMG Coupé aut. 4Matic",1499800,56000,2016,585,10,250,Benzin,,1.870,Automatis,2
"Mercedes C220 d 2,2 Business stc. au",299800,111000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes GLC220 d 2,2 Exclusive aut. 4Matic",429900,104000,2016,170,20,210,Diese,2.500,1.845,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",519900,8000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes E220 d 2,0 Launch Edition stc. au",369900,181000,2017,163,23,,Diese,,,Automatis,5
"Mercedes CLA200 d 2,2 Urban au",299900,59000,2017,136,25,220,Diese,1.500,1.525,Automatis,4
"Mercedes GLC350 e 2,0 aut. 4Matic",519900,85000,2017,320,25,235,Benzin,2.000,2.025,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. aut. 4Matic",439800,96000,2018,194,20,233,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",449900,16000,2020,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",314900,93000,2018,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",474900,4000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",529900,10000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",369900,118000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",469900,14000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes B200 1,3 Progressive au",349900,21000,2019,163,20,223,Benzin,1.600,1.310,Automatis,5
"Mercedes A200 1,3 AMG Line au",399900,6000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde stc. au",259500,195000,2014,170,18,216,Diese,2.100,1.845,Automatis,5
"Mercedes C200 d 2,2 Business au",289900,96000,2017,136,23,216,Diese,1.600,1.505,Automatis,4
"Mercedes C200 1,6 BlueTEC stc",159700,237000,2015,136,23,214,Diese,1.600,1.545,Manue,5
"Mercedes E200 2,0 Avantgarde stc. au",469900,77000,2018,184,16,231,Benzin,2.100,1.705,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",849500,37000,2016,367,12,250,Benzin,2.460,1.845,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",519900,9000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
Mercedes GLS63,1599900,53000,2017,585,8,250,Benzin,3.290,2.580,Automatis,5
Mercedes GLC250 d AMG Line aut. 4Matic,449800,122000,2016,204,20,,Diese,,,Automatis,5
"Mercedes C220 d 2,2 AMG Line Cabriolet au",599900,50000,2017,170,20,231,Diese,1.800,1.645,Automatis,2
"Mercedes A200 1,3 AMG Line au",394900,6000,2020,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",369900,86000,2018,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes CL500 5,0 au",124900,321000,2005,306,9,250,Benzin,2.100,1.775,Automatis,2
"Mercedes C200 2,2 CDi BE",169900,162000,2014,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes C300 de 2,0 AMG Line stc. au",519900,6000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",529900,6000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",529900,5000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes CLA200 d 2,2 Shooting Brake",264900,84000,2016,136,23,215,Diese,1.500,1.430,Manue,5
"Mercedes C220 d 2,2 AMG Line stc. au",319900,99000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C300 de 2,0 AMG Line stc. au",464900,10000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes C200 1,5 Advantage au",379900,36000,2019,184,18,239,Benzin,1.800,1.405,Automatis,4
"Mercedes E320 3,2 CDi Avantgarde stc. au",64500,367000,2008,204,14,234,Diese,2.100,1.775,Automatis,5
"Mercedes C200 2,0 Avantgarde stc. au",329900,105000,2016,184,18,233,Benzin,1.800,1.425,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",344900,97000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes A35 2,0 AMG aut. 4Matic",639900,5000,2020,306,15,250,Benzin,1.800,1.555,Automatis,5
"Mercedes C220 d 2,2 Business au",284900,96000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes GLA250 2,0 au",314900,50000,2016,211,17,235,Benzin,1.500,1.355,Automatis,5
"Mercedes A35 1,9 AMG 4-Matic",52100,8625,2019,306,,,Benzin,,,Automatis,
"Mercedes 200 2,1 A klasse",88000,145000,2014,136,,,Diese,,,Automatis,
"Mercedes CLA200 2,2 Mercedes CLA 200 CDi Shooting Brake au",234900,139000,2015,136,,215,Diese,1.500,1.455,,5
"Mercedes C200 1,8 Komp. Avantgarde",89900,125000,2003,163,12,234,Benzin,1.500,1.375,Manue,4
"Mercedes Vito 120 3,0 CDi aut. XL",89800,318000,2006,204,10,,Diese,,,Automatis,5
Mercedes A35,599900,15000,2019,306,15,250,Benzin,1.800,1.455,Automatis,5
Mercedes E43,759900,70000,2017,401,12,250,Benzin,2.100,1.840,Automatis,4
"Mercedes GLE400 d 2,9 Coupé aut. 4Matic",1579900,20000,2020,330,14,240,Diese,2.700,2.295,Automatis,5
"Mercedes E300 2,2 BlueTEC Hybrid Avantgarde au",169900,398000,2013,204,23,242,Diese,300,1.745,Automatis,4
"Mercedes C200 d 1,6 T 1,6 Bluetec 136HK Stc 6",239900,99000,2017,136,,,Diese,1.600,,,5
"Mercedes CLA220 d 2,2 Shooting Brake au",299800,107000,2015,177,,228,Diese,1.500,1.455,,5
"Mercedes E280 3,0 CDi Avantgarde au",49800,506000,2007,190,14,238,Diese,1.900,1.625,Automatis,4
"Mercedes CLK320 3,2 Elegance au",64500,173000,1998,224,10,240,Benzin,1.500,1.395,Automatis,2
"Mercedes E220 d 2,0 Avantgarde au",349900,111000,2017,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes CLA200 1,3 AMG Line au",459900,16000,2020,163,20,229,Benzin,1.600,1.310,Automatis,4
"Mercedes E220 2,2 CDi Avantgarde au",179700,352000,2014,170,21,227,Diese,1.900,1.635,Automatis,4
"Mercedes CLA200 d 2,2 Urban Shooting Brake",279900,50000,2017,136,23,215,Diese,1.500,1.530,Manue,5
"Mercedes C300 de 2,0 Avantgarde au",439900,20000,2020,306,34,250,Diese,1.800,1.895,Automatis,4
"Mercedes C300 de 2,0 Avantgarde au",439900,20000,2020,306,34,250,Diese,1.800,1.895,Automatis,4
"Mercedes C200 d 2,2 Business stc. au",269000,89000,2016,136,23,212,Diese,1.600,1.580,Automatis,5
"Mercedes SLK200 1,8 Komp",269900,90000,2009,184,13,230,Benzin,,1.290,Manue,2
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",549900,82000,2018,204,,222,Diese,2.500,1.845,,5
Mercedes CLA220,449900,31000,2019,190,14,237,Benzin,1.800,1.454,Automatis,4
"Mercedes C220 2,2 D",34999,289000,1993,95,14,175,Diese,1.575,1.300,Manue,4
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",170000,228000,2012,170,18,216,Diese,2.100,1.745,Automatis,5
Mercedes E200,739800,12000,2017,,16,234,Benzin,,,,
"Mercedes C200 1,5 Advantage AMG stc. au",409900,35000,2019,184,18,235,Benzin,1.800,1.465,Automatis,5
"Mercedes E220 2,2 BlueTEC Edition E au",269700,219000,2015,170,22,227,Diese,2.000,1.660,Automatis,4
"Mercedes A180 d 1,5 Business Progressive Line au",314900,38000,2019,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes A200 d 2,0 AMG Line au",404900,3000,2020,150,28,220,Diese,1.600,1.290,Automatis,5
"Mercedes C220 d 2,2 Business au",279900,113000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes A220 d 2,0 AMG Line au",429900,10000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",429900,5000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes CLS53 3,0 AMG aut. 4Matic+",1375000,75000,2018,435,11,250,Benzin,1.900,1.880,Automatis,4
"Mercedes ML350 3,0 BlueTEC AMG Line aut. 4Matic",599500,99000,2015,258,14,224,Diese,3.500,2.075,Automatis,5
"Mercedes C220 d 2,0 Avantgarde au",362500,57000,2018,194,24,240,Diese,1.800,1.485,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",409900,106000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes B200 1,6 au",,51000,2018,156,17,220,Benzin,1.400,1.425,Automatis,5
Mercedes C300 e,499900,12000,2020,320,33,250,Benzin,1.800,1.870,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",314900,72000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",299900,89000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",469800,121000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes GLA220 2,2 CDi aut. 4Matic",189900,320000,2014,170,20,215,Diese,1.800,1.495,Automatis,5
"Mercedes E250 1,8 Avantgarde aut. BE",269999,98000,2013,204,15,240,Benzin,1.900,1.550,Automatis,4
"Mercedes CLS350 d 3,0 SB au",599999,33000,2017,258,18,245,Diese,2.100,1.935,Automatis,5
"Mercedes E200 1,8 Avantgarde aut. BE",297999,58000,2012,184,15,230,Benzin,1.900,1.515,Automatis,4
"Mercedes GLC43 3,0 AMG Coupé aut. 4Matic",824900,73000,2017,367,12,250,Benzin,2.460,1.855,Automatis,5
"Mercedes GLC43 3,0 AMG aut. 4Matic",899900,35000,2018,367,10,250,Benzin,2.460,1.745,Automatis,5
"Mercedes A45 AMG 2,0 aut. 4Matic",,67000,2015,360,,250,Benzin,1.400,1.555,,5
"Mercedes GLC250 d 2,2 aut. 4Matic",464800,125000,2016,204,20,222,Diese,2.500,1.845,,5
"Mercedes ML350 3,0 BlueTEC AMG Line aut. 4Matic",539800,114000,2012,258,,224,Diese,3.500,2.075,,5
"Mercedes E220 d 2,0 Avantgarde au",275000,304000,2017,194,26,240,Diese,2.100,1.680,,4
"Mercedes C220 d 2,2 AMG Line au",324900,104000,2016,170,22,233,Diese,1.800,1.470,Automatis,4
Mercedes E300 de,559900,19000,2019,306,27,250,Diese,2.100,2.040,Automatis,5
"Mercedes E400 3,0 stc. aut. 4Matic",759900,98000,2017,333,13,250,Benzin,2.100,1.820,Automatis,5
"Mercedes B200 d 2,2 Urban au",314800,51000,2018,136,24,210,Diese,1.500,1.405,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",314900,72000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes SLK230 2,3 Komp. au",109900,205000,1997,193,10,227,Benzin,,1.250,Automatis,2
"Mercedes CLA200 d 2,1 Shooting Brake 2,1 CDI 136HK Stc 6",199900,147000,2015,136,23,,Diese,,,,5
"Mercedes CLS350 3,0 CDi Shooting Brake aut. BE",389900,130000,2013,265,16,250,Diese,2.100,1.910,Automatis,5
"Mercedes E200 2,2 CDi stc. aut. BE 7prs",149500,411000,2011,136,16,203,Diese,2.100,1.745,Automatis,5
"Mercedes CLA200 d 2,2 Urban Shooting Brake au",199700,149000,2016,136,24,215,Diese,1.500,1.555,Automatis,5
"Mercedes C220 d 2,1 Amg Line",280000,92000,2016,170,,,Diese,,,Automatis,
"Mercedes A160 2,0 CDi",37900,132000,2007,82,20,170,Diese,1.000,1.225,Manue,5
"Mercedes C300 de 2,0 AMG Line stc. au",579900,10000,2020,306,32,250,Diese,1.800,1.955,Automatis,5
"Mercedes 250 2,5 W123",96000,139000,1982,140,,,Benzin,,,Automatis,
"Mercedes C200 2,0 stc",239700,124000,2015,184,18,235,Benzin,1.600,1.395,Manue,5
"Mercedes GLE350 d 2,9 AMG Line aut. 4Matic",1179900,23000,2020,272,16,230,Diese,2.700,2.235,Automatis,5
"Mercedes V250 d 2,0 aut. L",769900,28000,2019,190,19,205,Diese,2.500,3.100,Automatis,
Mercedes EQC400 aut. 4Matic,629900,2000,2021,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes C63 AMG 4,0 Benzin / Automatisk / 72.890",56500,72890,2015,510,,,Benzin,,,Automatis,
"Mercedes E350 3,0 Avantgarde",169900,387000,2010,231,,,Diese,,,Automatis,
"Mercedes CLA220 d 2,0 AMG Line Shooting Brake au",449900,23000,2020,190,25,237,Diese,1.600,1.585,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",289500,104000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 2,2 BlueTEC Exclusive stc. au",299900,197000,2014,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes CLA200 d 2,2 Urban Shooting Brake au",259900,93000,2016,136,24,215,Diese,1.500,1.555,Automatis,5
"Mercedes A220 d 2,0 AMG Line au",434900,15000,2020,190,26,235,Diese,1.600,1.520,Automatis,5
"Mercedes C220 2,2 BlueTEC",209900,124000,2014,170,25,234,Diese,1.800,1.550,Manue,4
"Mercedes CLS500 5,5 au",289900,96000,2010,388,8,250,Benzin,,1.735,Automatis,4
"Mercedes B180 d 1,5 Business au",194900,125000,2016,109,24,190,Diese,1.200,1.450,Automatis,5
"Mercedes Sprinter 211 2,2 CDi A1 Tourer RWD",,1000,2020,114,13,,Diese,,3.190,Manue,
"Mercedes E300 3,0 BlueTEC Avantgarde au",100000,353000,2009,211,14,244,Diese,1.900,1.635,Automatis,4
"Mercedes CLA200 d 2,1 Shooting Brake  CDI 7G-DCT  Stc 7g Au",219995,174000,2017,136,24,215,Diese,,2.050,Automatis,5
"Mercedes E200 2,2 CDi aut. BE",99500,441000,2012,136,20,207,Diese,1.900,1.635,Automatis,4
"Mercedes GLA250 2,0 au",509900,7000,2020,224,17,240,Benzin,2.000,1.540,Automatis,5
"Mercedes GLA250 2,0 AMG Line aut. 4Matic",609900,2000,2020,224,16,240,Benzin,2.000,1.600,Automatis,5
"Mercedes A200 1,3 Progressive Line au",319999,29000,2018,163,19,225,Benzin,1.600,1.375,Automatis,5
"Mercedes E220 d 2,2 AMG Pake",33500,66895,2011,163,,,Diese,,,Automatis,
"Mercedes C250 2,0 AMG Line Coupé au",469800,77000,2016,211,18,250,Benzin,1.800,1.540,Automatis,2
"Mercedes C200 d 2,2 AMG Line stc. au",309900,146000,2016,136,21,212,Diese,1.600,1.580,Automatis,5
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",444850,132000,2016,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",389900,99000,2018,194,23,233,Diese,1.800,1.545,Automatis,5
