model,price,Kilometer,Årgang,Hestekræfter,Km/l,Tophastighed,Brændstoftype,Max. påhæng,Vægt,Gearkasse,Antal døre
"Mercedes E220 d 2,0 Avantgarde au",394900,137000,2018,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes E300 2,2 BlueTEC Hybrid Avantgarde stc. au",179900,287000,2013,204,22,232,Diese,300,1.855,Automatis,5
"Mercedes B180 1,8 CDi aut. BE",139900,180000,2012,109,23,190,Diese,1.200,1.405,Automatis,5
"Mercedes GLC250 d 2,2 aut. 4Matic",549800,71000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
Mercedes C220 d,379900,108000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C180 1,8 Komp. Classic stc",64700,271000,2008,156,13,218,Benzin,1.700,1.460,Manue,5
"Mercedes A180 1,5 CDi",149900,142000,2014,109,26,190,Diese,1.200,1.295,Manue,5
"Mercedes E300 2,2 BlueTEC Hybrid Elegance stc. au",239900,197000,2014,204,24,232,Diese,300,1.855,Automatis,5
"Mercedes E350 d 3,0 Avantgarde au",159900,169000,2018,258,18,250,Diese,2.100,1.800,Automatis,4
"Mercedes C220 2,2 Elegance au",37900,179000,1995,150,12,207,Benzin,1.375,1.310,Automatis,4
"Mercedes C220 d 2,2 AMG Line stc. au",359900,59000,2018,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes C220 d 2,2 AMG Line Cabriolet aut. 4Matic",569900,85000,2018,170,19,,Diese,1.800,1.805,Automatis,2
"Mercedes C220 d 2,2 AMG Line stc. au",149900,98000,2017,170,20,231,Diese,1.800,1.615,Automatis,5
"Mercedes GLA220 d 2,1 CDI 7G-DCT  5d 7g Au",399000,47000,2018,177,23,220,Diese,,2.035,Automatis,5
"Mercedes 300 CE 3,0 au",129000,138000,1989,,,,Benzin,1.850,1.350,Automatis,2
"Mercedes S320 3,2",75000,203000,1998,231,8,225,Benzin,2.100,1.850,Manue,4
"Mercedes A180 d 1,5 Business Progressive Line au",299900,58000,2019,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes C43 3,0 AMG Cabriolet aut. 4Matic",879900,41000,2018,367,12,250,Benzin,1.000,1.770,Automatis,2
"Mercedes A180 d 1,5 Business Progressive Line au",304900,26000,2019,116,26,202,Diese,1.400,1.445,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",409900,51000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes B200 2,0 CDi",69900,188000,2009,140,18,200,Diese,400,1.335,Manue,5
"Mercedes C200 1,5 Avantgarde stc. au",379900,31000,2019,184,17,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C240 2,4 Elegance stc. au",14900,377000,1998,170,10,212,Benzin,1.500,1.395,Automatis,5
"Mercedes CLA200 2,1",200000,140000,2015,135,,,Diese,,,Automatis,
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",549800,87000,2016,204,20,222,Diese,2.500,1.845,Automatis,5
Mercedes E300 de,499800,58000,2019,,28,250,other,,,,
Mercedes GLA250 e,469800,14000,2020,,33,220,other,,,,
Mercedes E300 e,499800,18000,2019,,30,250,other,,,,
Mercedes CLA250 e,479800,8000,2020,,36,235,other,,,,
Mercedes CLA250 e,469800,5000,2020,,36,235,other,,,,
"Mercedes C350 e 2,0 Avantgarde stc. au",398900,74000,2016,279,27,246,Benzin,1.600,1.765,Automatis,5
"Mercedes SL63 6,3 AMG au",839800,65000,2008,525,7,250,Benzin,,1.870,Automatis,2
"Mercedes E320 3,0 CDi Avantgarde stc. au",69500,410000,2007,224,13,240,Diese,2.100,1.785,Automatis,5
"Mercedes 220 SE 2,2 Cabriolet au",,90000,1962,160,,,Benzin,,,Automatis,2
"Mercedes C220 d 2,2 Business stc. au",234900,173000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C220 d 2,2 AMG Line stc. au",399800,88000,2017,170,21,231,Diese,1.800,1.615,Automatis,5
"Mercedes A200 1,6 Urban",209800,92000,2017,156,18,224,Benzin,1.400,1.270,Manue,5
"Mercedes E200 2,0 Avantgarde au",298000,71000,2013,184,17,233,Benzin,1.900,1.555,Automatis,4
"Mercedes C220 2,2 BlueTEC Avantgarde stc. au",254800,130000,2015,170,22,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",379900,110000,2017,194,25,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",349900,153000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes CLA220 d 2,2 Shooting Brake au",299800,102000,2016,177,24,228,Diese,1.500,1.455,Automatis,5
"Mercedes GLA220 2,2 CDi aut. 4Matic",248000,188000,2014,170,20,215,Diese,1.800,1.495,Automatis,5
"Mercedes E220 d 2,0 AMG Line au",419800,116000,2017,194,23,240,Diese,2.100,1.680,Automatis,4
"Mercedes C250 2,1 AVANTGARDE",119000,299000,2010,202,,,Diese,,,Automatis,
"Mercedes C220 d 2,1",90000,420000,2012,170,,,Diese,,,Automatis,
Mercedes E300 de D/EL AMG 9G-Tronic 316HK,649900,12,2021,,,,other,,,,
Mercedes A220,389900,29000,2019,190,19,235,Benzin,1.800,1.405,Automatis,5
"Mercedes B200 d 2,2 Urban au",294800,46000,2019,136,19,210,Diese,1.500,1.405,Automatis,5
"Mercedes C200 2,2 CDi Classic stc. BE",89900,250000,2011,136,18,209,Diese,1.800,1.535,Manue,5
"Mercedes Vito 115 2,2 CDi aut. ekstra lan",99900,425000,2007,150,11,,Diese,,2.121,Automatis,4
"Mercedes E500 5,5 Avantgarde au",274900,157000,2009,388,,250,Benzin,2.100,,,4
Mercedes CLA250 e,459800,7000,2020,,36,240,other,,,,
"Mercedes A250 e 1,3 au",359800,17000,2021,218,36,235,Benzin,1.600,1.680,Automatis,5
"Mercedes C300 de 2,0 stc. au",474800,15000,2021,306,34,250,Diese,1.800,1.955,Automatis,5
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",169400,255000,2012,170,18,216,Diese,2.100,1.745,Automatis,5
"Mercedes B180 1,8 CDi BE",139900,150000,2013,109,22,190,Diese,1.200,1.475,Manue,5
"Mercedes C220 d 2,2 AMG Line stc. au",279900,188000,2015,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 Avantgarde au",459900,26000,2019,194,22,240,Diese,2.100,1.580,Automatis,4
"Mercedes C220 2,2 BlueTEC stc. au",244900,128000,2015,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",399900,98000,2016,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",449800,90000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes B250 2,0 aut. BE",,97000,2014,211,16,240,Benzin,1.500,1.375,Automatis,5
"Mercedes C43 3,0 AMG stc. aut. 4Matic",749800,71000,2018,367,13,250,Benzin,1.800,1.735,Automatis,5
"Mercedes B200 d 2,2 Style au",,92000,2017,136,25,210,Diese,1.500,1.505,Automatis,5
"Mercedes C250 d 2,2 AMG Line aut. 4Matic",389700,76000,2017,204,21,240,Diese,1.800,1.660,Automatis,4
"Mercedes E220 d 2,0 AMG Line stc. au",479500,92000,2018,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes CLS350 d 2,9 aut. 4Matic",999800,43000,2018,286,18,250,Diese,1.900,1.935,Automatis,4
"Mercedes C220 d 2,2 Avantgarde stc. au",249900,192000,2015,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes C250 2,2 CDi stc. BE",124500,170000,2011,204,19,238,Diese,1.800,1.575,Manue,5
"Mercedes E220 d 2,0 Avantgarde stc. au",429800,100000,2018,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes A45 2,0 AMG Edition 1 au",429800,120000,2013,360,14,250,Benzin,1.400,1.555,Automatis,5
"Mercedes CLA200 2,2 CDi Urban Shooting Brake",219700,103000,2015,136,23,215,Diese,1.500,1.430,Manue,5
"Mercedes C220 d 2,2 Avantgarde stc",239900,136000,2015,170,23,230,Diese,1.800,1.595,Manue,5
Mercedes B250 e au,189500,8000,2017,184,55,160,other,,1.725,Automatis,5
"Mercedes B180 d 1,5 Business",174900,114000,2016,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes A220 2,0 AMG Line aut. 4Matic",379900,55000,2019,190,17,235,Benzin,1.800,1.405,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,639900,4000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLC220 d 2,2 aut. 4Matic",527000,78000,2018,170,19,210,Diese,2.500,1.845,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,649900,8000,2020,408,48,180,other,1.800,2.395,Automatis,5
Mercedes E300 de,549990,7000,2020,306,31,250,Diese,2.100,2.145,Automatis,5
Mercedes E300 de,559990,2000,2020,306,31,250,Diese,2.100,2.145,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,639900,10000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes C43 3,0 AMG stc. aut. 4Matic",689800,82000,2017,367,13,250,Benzin,1.800,1.735,Automatis,5
Mercedes C220 d Business stc. au,299800,101000,2018,170,23,,Diese,,,Automatis,5
Mercedes C220 d Business stc. au,299800,114000,2018,170,23,,Diese,,,Automatis,5
"Mercedes E280 3,0 CDi Avantgarde stc. au",49800,505000,2007,190,14,230,Diese,2.100,1.775,Automatis,5
"Mercedes CLA220 d 2,2 AMG Line Shooting Brake au",319900,122000,2016,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",379900,93000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C200 2,0 AMG Line Coupé au",339800,123000,2017,184,18,235,Benzin,1.800,1.525,Automatis,2
Mercedes EQC400 AMG Line aut. 4Matic,639900,17000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",429900,151000,2018,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes E300 de 2,0 AMG Line stc. au",529800,22000,2019,306,28,250,Diese,2.100,2.040,Automatis,5
Mercedes EQC400 AMG Line aut. 4Matic,659900,5000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes E350 d 3,0 AMG Line stc. au",669900,63000,2017,258,18,250,Diese,2.100,1.940,Automatis,5
"Mercedes C220 d 2,2 Avantgarde stc. au",324900,47000,2016,170,21,229,Diese,1.800,1.515,Automatis,5
"Mercedes CLS500 5,0 au",149700,255000,2005,306,9,250,Benzin,1.900,1.710,Automatis,4
Mercedes EQC400 AMG Line aut. 4Matic,679900,7000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes A250 e 1,3 au",369000,16000,2020,218,36,240,Benzin,1.600,1.700,Automatis,4
"Mercedes C220 d 2,2 Avantgarde stc. au",289900,110000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B180 1,8 CDi BE",139800,145000,2013,109,22,190,Diese,1.200,1.475,Manue,5
"Mercedes E220 d 2,0 Avantgarde au",479900,81000,2016,194,,240,Diese,2.100,1.680,,4
"Mercedes E220 2,2 BlueTEC Edition E stc. au",339900,60000,2016,170,,222,Diese,2.000,1.745,,5
"Mercedes A180 1,5 CDi Urban",169900,72000,2014,109,25,190,Diese,1.200,1.295,Manue,5
"Mercedes E220 d 2,0 AMG Line aut. 4Matic",489800,112000,2019,194,22,239,Diese,2.100,1.635,Automatis,4
"Mercedes CLS63 6,3 AMG au",329800,160000,2007,514,7,250,Benzin,,1.805,Automatis,4
"Mercedes C220 d 2,2 Business au",289800,73000,2017,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes C220 d 2,2 Avantgarde stc. au",289800,155000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes E220 d 2,0 AMG Line stc. au",564900,47000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",499900,64000,2019,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,0 AMG Line stc. au",514900,34000,2020,194,24,233,Diese,1.800,1.545,Automatis,5
"Mercedes ML320 3,2 au",70000,243000,2001,218,7,180,Benzin,2.650,1.900,Automatis,5
"Mercedes E220 d 2,1 CDI BlueEfficiency 170HK 7g Au",259990,161000,2014,170,21,,Diese,,,,4
"Mercedes B180 d 1,5 CDI 109HK Van 6",89990,166000,2014,109,24,,Diese,,,,5
"Mercedes GLA220 d 2,1 CDI 4-Matic 7G-DCT 177HK 5d 7g Au",339900,98000,2017,177,21,,Diese,,,,
"Mercedes ML320 3,0 CDi aut. 4Matic",89900,431000,2006,224,10,215,Diese,3.500,2.185,Automatis,5
"Mercedes GLE350 d 3,0 AMG Line aut. 4Matic",789800,61000,2017,258,15,225,Diese,3.500,2.175,Automatis,5
"Mercedes 190 2,0 D",69800,130000,1987,72,16,,Diese,1.175,1.125,Manue,4
"Mercedes 250 2,5 TE stc. au",119800,214000,1979,140,,,Benzin,,,Automatis,5
"Mercedes B220 2,0 aut. 4Matic",289000,60000,2016,184,15,225,Benzin,1.500,1.505,Automatis,5
"Mercedes E250 1,8 Avantgarde stc. aut. BE",269500,99000,2011,204,14,230,Benzin,2.100,1.635,Automatis,5
"Mercedes C200 2,0 Avantgarde stc. au",329900,112000,2016,184,18,233,Benzin,1.800,1.425,Automatis,5
"Mercedes 500 SEL 5,0",159800,215000,1987,,,,Benzin,,,Manue,4
"Mercedes GLE350 de 2,0 AMG Line aut. 4Matic",1039900,8000,2021,320,28,210,Diese,2.700,2.655,Automatis,5
"Mercedes E350 d 3,0 Exclusive au",374995,196000,2017,258,20,250,Diese,2.100,1.800,Automatis,4
"Mercedes C220 d 2,0 AMG Line stc. au",449800,8000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes SL500 5,0 au",419900,71000,2001,306,8,250,Benzin,1.500,1.750,Automatis,2
"Mercedes A200 1,3 AMG Line au",324980,59000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes 200 2,0 4-dørs sedan",175000,26000,1989,109,,,Benzin,,,Manue,
"Mercedes CLA220 d 2,2 Shooting Brake au",309900,95000,2017,177,24,228,Diese,1.500,1.555,Automatis,5
Mercedes E300 e,529900,18000,2019,320,28,280,Benzin,2.100,1.985,Automatis,4
"Mercedes C220 d 2,2 AMG Line au",369800,76000,2018,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes E220 d 2,0 Avantgarde stc. au",379900,118000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes GLK320 3,0 CDi aut. 4Matic",99800,384000,2008,224,12,220,Diese,2.000,1.780,Automatis,5
"Mercedes CLS350 d 3,0 Shooting Brake aut. 4Matic",439900,172000,2015,258,16,247,Diese,2.100,1.995,Automatis,5
"Mercedes C200 2,2 CDi Avantgarde stc. aut. BE",139800,259000,2013,136,20,207,Diese,1.800,1.545,Automatis,5
"Mercedes CLA200 1,6 au",254900,99000,2014,156,20,230,Benzin,1.500,1.330,Automatis,4
"Mercedes R320 3,0 CDi aut. 4Matic",39900,379000,2006,224,10,222,Diese,2.100,2.220,Automatis,5
"Mercedes E200 2,2 CDi Elegance stc. aut. BE",99900,377000,2012,136,19,203,Diese,2.100,1.745,Automatis,5
"Mercedes A200 2,0 CDi Avantgarde au",124900,83000,2012,140,18,,Diese,400,1.395,Automatis,5
"Mercedes E220 2,2 BlueTEC stc. au",229900,263000,2015,170,22,222,Diese,2.000,1.745,Automatis,5
"Mercedes C200 2,2 CDi Avantgarde stc. BE",94700,267000,2011,136,20,209,Diese,1.800,1.515,Manue,5
"Mercedes CLK55 5,4 AMG Cabriolet au",,110000,2005,367,8,250,Benzin,1.500,1.725,Automatis,2
"Mercedes C180 1,8 Komp. Avantgarde",109500,228000,2009,156,13,230,Benzin,1.800,1.365,Manue,4
Mercedes C220 d,259900,154000,2017,,23,,,,,,
Mercedes A250 e B/EL AMG Line 8G-DCT 262HK 5d,399700,2900,2021,,,,other,,,,
Mercedes B250 e,399800,7000,2020,,36,235,other,,,,
Mercedes B250 e,399800,8000,2020,,36,235,other,,,,
"Mercedes E350 d 3,0 stc. au",439900,144000,2016,258,18,250,Diese,2.100,1.800,Automatis,5
"Mercedes C200 2,2 CDi BE",134900,130000,2011,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes E220 2,2 CDi Avantgarde stc. aut. BE",97500,418000,2010,170,16,216,Diese,2.100,1.745,Automatis,5
"Mercedes C220 d 2,2 Business stc. au",274900,122000,2017,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes B200 d 2,2 Business",259800,27000,2018,136,23,210,Diese,1.500,1.485,Manue,5
"Mercedes E320 3,2 Elegance au",59700,249000,2002,224,10,243,Benzin,1.900,1.550,Automatis,4
"Mercedes C220 2,2 CDi Coupé BE",149900,142000,2011,170,23,232,Diese,1.800,1.615,Manue,2
"Mercedes A200 2,2 CDi Urban au",189900,103000,2014,136,24,210,Diese,1.500,1.385,Automatis,5
"Mercedes C200 2,0 Avantgarde stc",179700,208000,2016,184,18,235,Benzin,1.600,1.395,Manue,5
"Mercedes B180 d 1,5 Business",144900,210000,2017,109,24,190,Diese,1.200,1.395,Manue,5
"Mercedes CLA200 1,3 AMG Line au",444900,17000,2020,163,20,229,Benzin,1.600,1.310,Automatis,4
"Mercedes CLA200 2,2 CDi Shooting Brake au",259000,99000,2015,136,24,215,Diese,1.500,1.455,Automatis,5
"Mercedes SLK200 2,0 au",109900,147000,1997,136,11,203,Benzin,,1.200,Automatis,2
"Mercedes E43 3,0 AMG stc. aut. 4Matic",899800,86000,2018,401,12,250,Benzin,2.100,1.840,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",349000,151000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes GLE350 d 3,0 AMG Line Coupé aut. 4Matic",499800,205000,2016,258,14,226,Diese,2.900,2.250,Automatis,5
"Mercedes B200 1,6 7G-DCT 156HK 7g Au",244900,94000,2017,156,18,,Benzin,,,,5
"Mercedes C200 2,2 CDi BE",99700,199000,2012,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes 230 E 2,3 au",99900,230000,1983,136,10,,Benzin,1.450,1.400,Automatis,4
"Mercedes C320 3,0 CDi Elegance au",84900,422000,2008,224,14,250,Diese,1.800,1.600,Automatis,4
"Mercedes CLA200 d 2,2 Urban au",309900,77000,2017,136,25,220,Diese,1.500,1.525,Automatis,4
"Mercedes V250 d 2,1 Lang 2,1 Bluetec Avantgarde 190HK 7g Au",479900,178000,2014,190,17,,Diese,,,,5
"Mercedes Vito 114 2,2 BlueTEC Tourer PRO L",469900,61000,2018,136,,,Diese,2.000,1.995,,
Mercedes A200 7G-DCT 156HK 5d 7g Au,264900,44000,2018,,,,Benzin,,,,
Mercedes B250 e,439800,8000,2020,,36,235,other,,,,
"Mercedes C350 e 2,0 Avantgarde stc. au",299900,122000,2016,279,27,246,Benzin,1.600,1.765,Automatis,5
"Mercedes C180 2,2 CDi Avantgarde stc. aut. BE",79800,334000,2012,120,19,200,Diese,1.800,1.545,Automatis,5
"Mercedes CLA200 1,6 Shooting Brake au",279900,40000,2016,156,18,225,Benzin,1.400,1.460,Automatis,5
"Mercedes A180 1,8 CDi Urban au",105800,281000,2013,109,23,190,Diese,1.200,1.375,Automatis,5
"Mercedes E350 d 3,0 Avantgarde au",479900,116000,2017,258,19,250,Diese,2.100,1.800,Automatis,4
"Mercedes C220 2,2 CDi Avantgarde AMG stc. au",129800,297000,2012,170,21,219,Diese,1.800,1.565,Automatis,5
"Mercedes CLA200 2,2 CDi Urban Shooting Brake",214900,118000,2015,136,23,215,Diese,1.500,1.430,Manue,5
"Mercedes C200 2,2 CDi stc. BE",149900,167000,2011,136,21,209,Diese,1.800,1.515,Manue,5
"Mercedes 230 E 2,3 au",14700,326000,1992,136,10,205,Benzin,1.860,1.360,Automatis,4
"Mercedes GLK220 2,2 CDi aut. BE",224800,274000,2013,170,18,205,Diese,2.400,1.745,Automatis,5
"Mercedes GLE350 de 2,0 AMG Line aut. 4Matic",1049800,11000,2021,320,28,210,Diese,2.700,2.655,Automatis,5
"Mercedes C300 d 2,0 AMG Line stc. au",499900,52000,2020,245,22,250,Diese,1.800,1.685,Automatis,5
"Mercedes C200 2,0 Business stc. au",359900,87000,2018,184,18,235,Benzin,1.800,1.505,Automatis,5
"Mercedes B250 e 1,3 AMG Line au",449900,6000,2021,218,36,235,Benzin,1.600,1.725,Automatis,5
"Mercedes CLA250 2,0 AMG Line Shooting Brake aut. 4Matic",529800,14000,2020,224,17,250,Benzin,1.800,1.575,Automatis,5
"Mercedes A200 d 2,2 Urban",189700,189000,2017,136,23,210,Diese,1.500,1.355,Manue,5
"Mercedes C220 d 2,2 Business stc. au",279800,178000,2016,170,23,229,Diese,1.800,1.515,Automatis,5
"Mercedes C200 d 1,6 Business au",289800,125000,2016,136,23,212,Diese,1.600,1.480,Automatis,4
"Mercedes C200 2,2 CDi BE",179800,125000,2011,136,21,218,Diese,1.800,1.465,Manue,4
"Mercedes C250 2,0 stc. au",419900,55000,2017,211,17,244,Benzin,1.800,1.545,Automatis,5
"Mercedes GLE63 5,5 AMG S aut. 4Matic",1199900,28000,2016,585,8,250,Benzin,3.050,2.245,Automatis,5
"Mercedes B220 d 2,2 Urban au",314900,37000,2018,170,20,224,Diese,1.500,1.405,Automatis,5
"Mercedes E220 d 2,0 Business au",424900,67000,2018,194,26,240,Diese,2.100,1.680,Automatis,4
"Mercedes C220 d 2,0 AMG Line stc. au",474900,11000,2020,194,25,233,Diese,1.800,1.545,Automatis,5
"Mercedes C200 d 1,6 Business au",279800,179000,2016,136,23,212,Diese,1.600,1.480,Automatis,4
"Mercedes C200 2,2 CDi Classic stc. au",69900,318000,2009,136,15,204,Diese,1.800,1.545,Automatis,5
Mercedes GLC250 d,649900,60000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes 280 SE 2,8",90000,12345,1972,,,,Benzin,,,Automatis,
"Mercedes CLS320 3,0",225000,259000,2010,222,,,Diese,,,Automatis,
"Mercedes C200 1,8 Komp. Elegance au",69900,280000,2008,184,13,230,Benzin,1.800,1.405,Automatis,4
"Mercedes CLA180 1,6",259989,83000,2016,122,18,210,Benzin,1.200,1.395,Manue,4
Mercedes C43,889800,13000,2018,,12,250,Benzin,,,,
"Mercedes C220 d 2,2 stc. au",279900,125000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes SLK250 1,8 aut. BE",399899,59000,2012,204,16,243,Benzin,,1.400,Automatis,2
"Mercedes C180 1,6 Avantgarde au",269900,85000,2015,156,18,223,Benzin,1.400,1.425,Automatis,4
"Mercedes GLC250 d 2,2 AMG Line aut. 4Matic",649900,86000,2018,204,20,222,Diese,2.500,1.845,Automatis,5
"Mercedes C220 d 2,2 stc. au",277500,156000,2017,170,23,231,Diese,1.800,1.615,Automatis,5
"Mercedes GLC250 2,0 aut. 4Matic",499895,75000,2018,211,13,222,Benzin,2.400,1.635,Automatis,5
"Mercedes A200 1,3 Advantage au",335000,10000,2020,163,20,225,Benzin,1.600,1.375,Automatis,5
"Mercedes CLA250 e 1,3 AMG Line au",489900,13000,2020,218,36,240,Benzin,1.600,1.725,Automatis,4
"Mercedes C200 2,0 stc. au",367000,45000,2017,184,18,235,Benzin,1.800,1.505,Automatis,5
"Mercedes E350 3,0 BlueTEC Avantgarde aut. 4Matic",249900,188000,2014,252,17,245,Diese,2.100,1.855,Automatis,4
"Mercedes C220 2,2 CDi Avantgarde au",125000,191000,2008,170,17,227,Diese,1.800,1.505,Automatis,4
"Mercedes E350 d 3,0",229900,174000,2010,231,,,Diese,,,Automatis,
"Mercedes C220 d 2,2 AVANTGARDE BlueTEC",315000,120000,2015,170,,,Diese,,,Automatis,
"Mercedes E220 d 2,0 AMG Line au",674900,10000,2020,194,23,240,Diese,2.100,1.750,Automatis,4
"Mercedes C200 2,0 AMG Line au",339900,58000,2017,184,18,235,Benzin,1.600,1.465,Automatis,4
"Mercedes E350 3,0 CDi Avantgarde Cabriolet aut. BE",399900,72000,2011,231,14,250,Diese,1.800,1.745,Automatis,2
"Mercedes A180 1,5 CDi Urban",144900,162000,2015,109,25,190,Diese,1.200,1.295,Manue,5
"Mercedes E53 3,0 AMG stc. aut. 4Matic+",1624900,17000,2021,435,12,250,Benzin,1.900,2.025,Automatis,5
"Mercedes C220 d 2,0 Avantgarde stc. au",399895,35000,2020,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes A200 1,3 Progressive Advantage au",319895,20000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C200 1,5 Avantgarde stc. au",409895,10000,2019,184,17,235,Benzin,1.800,1.465,Automatis,5
"Mercedes C220 d 2,0 Advantage stc. au",399895,35000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,0 Advantage stc. au",399895,74000,2018,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes C220 d 2,2 AMG Line au",349800,115000,2018,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes GLA200 1,6",219900,114000,2015,156,17,215,Benzin,1.400,1.295,Manue,5
Mercedes EQC400 AMG Line aut. 4Matic,639900,10000,2020,408,48,180,other,1.800,2.395,Automatis,5
"Mercedes GLC220 d 2,2 Night Edition aut. 4Matic",569900,38000,2019,170,18,210,Diese,2.500,1.745,Automatis,5
"Mercedes CLA220 d 2,2 Shooting Brake au",299900,119000,2017,177,24,228,Diese,1.500,1.555,Automatis,5
"Mercedes E220 d 2,0 Avantgarde Advantage au",494895,35000,2019,194,24,240,Diese,2.100,1.680,Automatis,4
"Mercedes E220 d 2,0 AMG Line stc. au",464900,95000,2017,194,22,235,Diese,2.100,1.680,Automatis,5
"Mercedes A200 1,3 Progressive Advantage au",324895,21000,2019,163,21,225,Benzin,1.600,1.375,Automatis,5
"Mercedes C220 2,2 CDi Classic stc. au",19000,251000,2002,143,14,209,Diese,1.500,1.475,Automatis,5
"Mercedes CLA200 1,6 au",288000,68000,2016,156,19,230,Benzin,1.400,1.395,Automatis,4
"Mercedes C220 d 2,2 AMG Line au",359800,89000,2018,170,22,233,Diese,1.800,1.470,Automatis,4
"Mercedes GLB35 2,0 AMG aut. 4Matic",849900,18000,2020,306,15,250,Benzin,1.800,1.755,Automatis,5
Mercedes CLA250 e,469800,4000,2020,,36,235,other,,,,
Mercedes CLA250 e,469800,3000,2020,,36,235,other,,,,
"Mercedes E220 2,2 CDi stc",229800,141000,2014,170,19,220,Diese,1.900,1.745,Manue,5
"Mercedes C220 d 2,0 Avantgarde stc. au",399900,55000,2019,194,23,233,Diese,1.800,1.545,Automatis,5
"Mercedes E220 d 2,0 Avantgarde stc. au",399900,130000,2017,194,24,235,Diese,2.100,1.680,Automatis,5
"Mercedes C220 2,2 BlueTEC au",235000,100000,2015,170,23,233,Diese,1.800,1.570,Automatis,4
"Mercedes B200 1,8 CDi BE",154800,145000,2014,136,22,210,Diese,1.400,1.475,Manue,5
"Mercedes GLE43 3,0 AMG Coupé aut. 4Matic",849849,69000,2016,367,11,250,Benzin,3.500,2.240,Automatis,5
"Mercedes 190 2,0 D",69900,115000,1987,72,16,,Diese,1.175,1.125,Manue,4
"Mercedes E43 3,0 AMG stc. aut. 4Matic",899800,39000,2018,401,12,250,Benzin,2.100,1.840,Automatis,5
"Mercedes C220 d 2,2 Business au",294900,92000,2018,170,23,235,Diese,1.800,1.570,Automatis,4
"Mercedes E350 d 3,0 AMG Line stc. au",654900,49000,2017,258,18,250,Diese,2.100,1.940,Automatis,5
